id,location,depth,mag,energy,place,date,time
us6000bze9,us,105.07,4,6.31E+15,"15 km SSE of Kocaaliler, Turkey",9/21/2020,4:56 PM
us6000bzek,us,10,5.6,2.51E+17,"21 km NW of Kultuk, Russia",9/21/2020,6:04 PM
us6000bzeq,us,10,4.7,3.16E+16,"127 km ENE of â€˜Ohonua, Tonga",9/21/2020,5:57 PM
us6000bzeu,us,22.07,2.4,1.58E+14,"32 km WSW of Augusta, Montana",9/21/2020,3:19 PM
us6000bzf0,us,10,2.5,2.00E+14,"53 km ENE of San Vicente, Mexico",9/19/2020,12:41 AM
us6000bzfh,us,12.74,2.4,1.58E+14,"16 km SW of Stanley, Idaho",9/21/2020,6:55 PM
us6000bzfi,us,39.62,4.4,1.58E+16,"21 km W of HÄjo, India",9/21/2020,7:58 PM
us6000bzft,us,102.44,4.1,7.94E+15,"51 km E of Arica, Chile",9/21/2020,8:18 PM
us6000bzfz,us,10,4.6,2.51E+16,"15 km WNW of Kultuk, Russia",9/21/2020,6:19 PM
us6000bzh7,us,21.67,3.7,3.16E+15,"150 km S of False Pass, Alaska",9/21/2020,2:51 AM
us6000bzhr,us,10,3.5,2.00E+15,"218 km SSE of Old Harbor, Alaska",9/21/2020,5:32 AM
us6000bzj4,us,172.43,5,6.31E+16,Banda Sea,9/22/2020,1:19 AM
us6000bzj9,us,10,2.2,1.00E+14,"4 km WNW of Dubrava, Croatia",9/22/2020,12:37 AM
us6000bzjd,us,110.87,2.5,2.00E+14,"Rat Islands, Aleutian Islands, Alaska",9/9/2020,9:52 AM
us6000bzjh,us,10,2.9,5.01E+14,"169 km S of Nikolski, Alaska",9/9/2020,3:25 PM
us6000bzjk,us,137.27,2.9,5.01E+14,"Rat Islands, Aleutian Islands, Alaska",9/9/2020,8:41 PM
us6000bzjl,us,35,2.6,2.51E+14,"Andreanof Islands, Aleutian Islands, Alaska",9/9/2020,9:29 PM
us6000bzjp,us,56.75,4,6.31E+15,"127 km NE of Thang, India",9/22/2020,3:46 AM
us6000bzkj,us,10.61,4.3,1.26E+16,"114 km W of Illapel, Chile",9/22/2020,6:40 AM
us6000bzkm,us,5,2.7,3.16E+14,"49 km NW of Toyah, Texas",9/22/2020,6:50 AM
us6000bzkx,us,35,4.1,7.94E+15,south of the Kermadec Islands,9/16/2020,12:26 AM
us6000bzky,us,27.66,4.6,2.51E+16,"185 km SW of Nadi, Fiji",9/16/2020,1:14 AM
us6000bzkz,us,10,4.6,2.51E+16,Mid-Indian Ridge,9/16/2020,2:36 AM
us6000bzl0,us,10,4.6,2.51E+16,Mid-Indian Ridge,9/16/2020,2:34 AM
us6000bzl5,us,10,4.4,1.58E+16,"140 km NE of Gisborne, New Zealand",9/16/2020,5:55 AM
us6000bzl6,us,10,4.3,1.26E+16,"137 km S of FukuechÅ, Japan",9/16/2020,12:58 AM
us6000bzlh,us,10,4.7,3.16E+16,southeast Indian Ridge,9/16/2020,6:00 PM
us6000bzli,us,105.79,4.1,7.94E+15,"91 km SSE of Gorontalo, Indonesia",9/16/2020,6:24 PM
us6000bzlj,us,81.55,4.4,1.58E+16,"46 km SW of Kirakira, Solomon Islands",9/16/2020,7:44 PM
us6000bzln,us,10,4,6.31E+15,"123 km NNE of Hihifo, Tonga",9/16/2020,10:04 PM
us6000bzlp,us,37.59,4.3,1.26E+16,"102 km ESE of Shizunai-furukawachÅ, Japan",9/16/2020,10:41 PM
us6000bzlq,us,534.47,4,6.31E+15,"59 km SSW of Palimbang, Philippines",9/16/2020,10:56 PM
us6000bzmi,us,10,4.9,5.01E+16,South Shetland Islands,9/22/2020,8:25 AM
us6000bzmn,us,129.17,4.8,3.98E+16,"85 km NNE of Calama, Chile",9/22/2020,11:53 AM
us6000bzns,us,13.96,2.4,1.58E+14,"26 km NW of Stanley, Idaho",9/22/2020,3:53 PM
us6000bznw,us,230.42,4,6.31E+15,"73 km ENE of Norsup, Vanuatu",9/17/2020,12:39 AM
us6000bzp3,us,10,4.6,2.51E+16,"223 km SE of Fais, Micronesia",9/17/2020,5:22 AM
us6000bzpb,us,49.55,4.5,2.00E+16,"15 km NNW of Karligan, Philippines",9/17/2020,9:38 AM
us6000bzqj,us,15.08,3.6,2.51E+15,"15 km E of Wright, Wyoming",9/22/2020,6:13 PM
us6000bzr8,us,47.2,3.6,2.51E+15,"Unimak Island region, Alaska",9/22/2020,5:15 AM
us6000bzrh,us,118.1,4,6.31E+15,"64 km NNE of Calama, Chile",9/22/2020,7:30 PM
us6000bzrr,us,10,4.2,1.00E+16,"91 km WNW of Bandar Abbas, Iran",9/22/2020,7:43 PM
us6000bzs3,us,35,3.3,1.26E+15,"86 km SE of Atka, Alaska",9/22/2020,1:47 PM
us6000bzsb,us,30.61,4.7,3.16E+16,"47 km WSW of Ovalle, Chile",9/22/2020,8:13 PM
us6000bzt0,us,10,3.1,7.94E+14,"3 km W of Wingrave, United Kingdom",9/22/2020,8:32 AM
us6000bzub,us,10,4.4,1.58E+16,"1 km WSW of Srinagar, India",9/22/2020,4:10 PM
us6000bzv0,us,10,3.3,1.26E+15,"278 km WNW of Bandon, Oregon",9/22/2020,10:00 PM
us6000bzvq,us,74.88,4.8,3.98E+16,"28 km SSW of OcÃ³s, Guatemala",9/22/2020,10:56 PM
us6000bzvs,us,573.2,4.4,1.58E+16,"193 km NE of Maumere, Indonesia",9/22/2020,10:57 PM
us6000bzw1,us,10,4.1,7.94E+15,off the coast of Washington,9/22/2020,11:25 PM
us6000bzwb,us,10,5.2,1.00E+17,South Shetland Islands,9/22/2020,11:44 PM
us6000bzwl,us,10,5.2,1.00E+17,South Shetland Islands,9/22/2020,11:53 PM
us6000bzy6,us,25.31,4.3,1.26E+16,"72 km S of Hualien City, Taiwan",9/23/2020,4:00 AM
us6000bzy7,us,114.62,4,6.31E+15,"36 km NW of San Pedro de Atacama, Chile",9/23/2020,3:59 AM
us6000bzyu,us,5,2.5,2.00E+14,"15 km NW of Midland, Texas",9/23/2020,6:04 AM
us6000bzzn,us,5.78,2.6,2.51E+14,"33 km SE of Mina, Nevada",9/23/2020,8:23 AM
us6000c01d,us,584.47,4.3,1.26E+16,Fiji region,9/23/2020,1:48 PM
us6000c01v,us,540.46,4.3,1.26E+16,south of the Fiji Islands,9/23/2020,2:23 PM
us6000c03m,us,35,2.6,2.51E+14,"100 km SSW of False Pass, Alaska",9/23/2020,9:03 AM
us6000c03p,us,606.94,4.3,1.26E+16,"286 km ESE of Levuka, Fiji",9/18/2020,1:09 AM
us6000c03r,us,375.71,4.2,1.00E+16,"266 km S of Alo, Wallis and Futuna",9/18/2020,4:10 AM
us6000c03u,us,51.98,4.7,3.16E+16,"137 km ESE of Kimbe, Papua New Guinea",9/18/2020,3:50 AM
us6000c03v,us,10,4.6,2.51E+16,northern Mid-Atlantic Ridge,9/18/2020,7:03 AM
us6000c03w,us,63.62,4.6,2.51E+16,"95 km ENE of Shikotan, Russia",9/18/2020,7:47 AM
us6000c03z,us,280.86,4.2,1.00E+16,"205 km N of Sola, Vanuatu",9/18/2020,6:17 AM
us6000c04c,us,10,4.5,2.00E+16,"63 km NE of Kuqa, China",9/18/2020,9:03 PM
us6000c04f,us,10,4.9,5.01E+16,South Shetland Islands,9/18/2020,11:34 PM
us6000c04g,us,10,4.8,3.98E+16,South Shetland Islands,9/18/2020,10:32 PM
us6000c05e,us,25.08,2.9,5.01E+14,"232 km SE of Chiniak, Alaska",9/13/2020,11:05 AM
us6000c05v,us,74.11,2.9,5.01E+14,"70 km SSE of Atka, Alaska",9/13/2020,10:19 PM
us6000c05x,us,10,3,6.31E+14,"229 km S of Unalaska, Alaska",9/13/2020,10:59 PM
us6000c06q,us,128.15,4.3,1.26E+16,"Kepulauan Babar, Indonesia",9/23/2020,6:28 PM
us6000c07q,us,5,2.2,1.00E+14,"6 km WNW of Hardtner, Kansas",9/23/2020,7:20 PM
us6000c09c,us,35,4.6,2.51E+16,"68 km SSW of Acajutla, El Salvador",9/23/2020,8:42 PM
us6000c0b1,us,56.49,4.7,3.16E+16,"148 km WNW of Tobelo, Indonesia",9/23/2020,10:07 PM
us6000c0bb,us,10,4.7,3.16E+16,"80 km E of Cortes, Philippines",9/23/2020,10:19 PM
us6000c0bs,us,35.15,4.2,1.00E+16,"49 km NW of Taltal, Chile",9/23/2020,11:09 PM
us6000c0c0,us,5.18,2.3,1.26E+14,"31 km SSE of Virginia City, Montana",9/23/2020,11:25 PM
us6000c0c1,us,22.44,4.4,1.58E+16,"5 km NE of LushnjÃ«, Albania",9/23/2020,11:25 PM
us6000c0cj,us,174.34,4.3,1.26E+16,"36 km SSE of Jurm, Afghanistan",9/24/2020,12:16 AM
us6000c0cs,us,10,5.7,3.16E+17,central Mid-Atlantic Ridge,9/24/2020,12:27 AM
us6000c0d6,us,10,4.4,1.58E+16,"27 km S of Aksaray, Turkey",9/24/2020,1:01 AM
us6000c0de,us,10,4.8,3.98E+16,central Mid-Atlantic Ridge,9/24/2020,1:01 AM
us6000c0dh,us,100.92,4.6,2.51E+16,"180 km SW of Haveluloto, Tonga",9/24/2020,1:30 AM
us6000c0dp,us,14.55,5.2,1.00E+17,"63 km ENE of Cortes, Philippines",9/24/2020,2:25 AM
us6000c0dy,us,195.29,4.2,1.00E+16,off the east coast of the North Island of New Zealand,9/24/2020,3:04 AM
us6000c0ec,us,81.57,4.4,1.58E+16,"30 km S of La LÃ­nea, Mexico",9/24/2020,3:55 AM
us6000c0en,us,10,4.5,2.00E+16,Greenland Sea,9/24/2020,4:44 AM
us6000c0er,us,10,4.6,2.51E+16,"19 km W of LefkÃ¡da, Greece",9/24/2020,5:10 AM
us6000c0gd,us,10,4.5,2.00E+16,"33 km ENE of Ambon, Indonesia",9/24/2020,9:35 AM
us6000c0h1,us,6.95,2.6,2.51E+14,"10 km ESE of Lincoln, Montana",9/24/2020,12:00 PM
us6000c0hf,us,10,4.5,2.00E+16,"24 km WSW of KÄzerÅ«n, Iran",9/24/2020,1:15 PM
us6000c0hi,us,10,4.2,1.00E+16,"143 km NNE of Neiafu, Tonga",9/19/2020,3:46 AM
us6000c0hj,us,32.74,4.4,1.58E+16,"12 km SW of Bireun, Indonesia",9/19/2020,4:50 AM
us6000c0hl,us,10.99,4.4,1.58E+16,"84 km NNW of Port-Vila, Vanuatu",9/19/2020,5:02 AM
us6000c0hr,us,50.17,4.3,1.26E+16,"141 km W of Lata, Solomon Islands",9/19/2020,7:34 AM
us6000c0i1,us,67.3,4.4,1.58E+16,"36 km SW of Puerto El Triunfo, El Salvador",9/19/2020,1:32 PM
us6000c0i8,us,10,4.2,1.00E+16,Galapagos Triple Junction region,9/19/2020,3:55 PM
us6000c0ig,us,10,4.6,2.51E+16,central Mid-Atlantic Ridge,9/19/2020,8:58 PM
us6000c0ih,us,10,4.4,1.58E+16,"4 km SW of Mabiton, Philippines",9/19/2020,9:48 PM
us6000c0ii,us,10,4.6,2.51E+16,Balleny Islands region,9/19/2020,10:10 PM
us6000c0ij,us,41.27,4.3,1.26E+16,"195 km SE of Sarangani, Philippines",9/19/2020,7:24 PM
us6000c0il,us,67.67,4.3,1.26E+16,"97 km ESE of Pondaguitan, Philippines",9/19/2020,11:05 PM
us6000c0is,us,68.5,4,6.31E+15,"34 km NNW of Pante Makasar, Timor Leste",9/19/2020,11:38 PM
us6000c0iv,us,10,4.3,1.26E+16,"21 km SSE of Marmara EreÄŸlisi, Turkey",9/24/2020,1:38 PM
us6000c0jq,us,356.54,4,6.31E+15,"36 km NNW of Obama, Japan",9/24/2020,2:28 PM
us6000c0k0,us,27.06,4.2,1.00E+16,"107 km SE of Sand Point, Alaska",9/24/2020,3:09 PM
us6000c0lh,us,39.42,4.5,2.00E+16,"9 km E of OsmeÃ±a, Philippines",9/20/2020,3:50 AM
us6000c0li,us,407.09,4,6.31E+15,"89 km SSW of Alo, Wallis and Futuna",9/20/2020,3:58 AM
us6000c0lj,us,16.23,4.3,1.26E+16,"79 km ESE of Hihifo, Tonga",9/20/2020,4:27 AM
us6000c0lk,us,10,4.5,2.00E+16,Fiji region,9/20/2020,4:53 AM
us6000c0lz,us,10,4.6,2.51E+16,Mid-Indian Ridge,9/20/2020,9:38 AM
us6000c0m3,us,10,4.2,1.00E+16,"Galapagos Islands, Ecuador region",9/20/2020,1:11 PM
us6000c0m5,us,10,4.5,2.00E+16,central East Pacific Rise,9/20/2020,9:20 AM
us6000c0m9,us,110.9,4.5,2.00E+16,"94 km NW of Nukuâ€˜alofa, Tonga",9/20/2020,3:21 PM
us6000c0ma,us,116.6,4.1,7.94E+15,"Pulau Pulau Tanimbar, Indonesia",9/20/2020,3:12 PM
us6000c0mg,us,271.23,4,6.31E+15,"81 km NW of Manado, Indonesia",9/20/2020,3:57 PM
us6000c0mj,us,44.39,4.4,1.58E+16,"110 km E of Kokopo, Papua New Guinea",9/20/2020,11:09 PM
us6000c0mm,us,10,4.5,2.00E+16,central Mid-Atlantic Ridge,9/20/2020,7:56 PM
us6000c0mx,us,10,4,6.31E+15,south of the Aleutian Islands,9/24/2020,8:11 AM
us6000c0ne,us,5,2.6,2.51E+14,"51 km W of Mentone, Texas",9/24/2020,5:10 PM
us6000c0p6,us,517.89,4.5,2.00E+16,"156 km N of LikisÃ¡, Timor Leste",9/24/2020,5:42 PM
us6000c0pb,us,10,3,6.31E+14,"223 km SE of Chiniak, Alaska",9/11/2020,1:48 AM
us6000c0pi,us,145.61,3,6.31E+14,"Rat Islands, Aleutian Islands, Alaska",9/11/2020,4:48 AM
us6000c0pj,us,1.4,2.8,3.98E+14,"115 km SSW of Sand Point, Alaska",9/11/2020,5:16 AM
us6000c0pk,us,35,2.7,3.16E+14,"77 km S of Perryville, Alaska",9/11/2020,5:35 AM
us6000c0q5,us,25.68,2.7,3.16E+14,"87 km SE of Adak, Alaska",9/11/2020,11:37 PM
us6000c0q6,us,25.57,2.7,3.16E+14,"68 km SE of Sand Point, Alaska",9/11/2020,11:43 PM
us6000c0r2,us,5.87,4.3,1.26E+16,"22 km NE of EloÃºnda, Greece",9/24/2020,6:52 PM
us6000c0rq,us,10,4.5,2.00E+16,"6 km N of LushnjÃ«, Albania",9/24/2020,7:21 PM
us6000c0rt,us,59.32,4.5,2.00E+16,"Rat Islands, Aleutian Islands, Alaska",9/24/2020,7:23 PM
us6000c0v5,us,10,4.1,7.94E+15,"11 km ESE of SchÃ­sma EloÃºndas, Greece",9/24/2020,9:22 PM
us6000c0wa,us,5,2.9,5.01E+14,"55 km S of Whites City, New Mexico",9/24/2020,10:19 PM
us6000c0ww,us,10,5.3,1.26E+17,"58 km ENE of MulegÃ©, Mexico",9/24/2020,11:01 PM
us6000c0x4,us,5,3.4,1.58E+15,"58 km S of Whites City, New Mexico",9/24/2020,11:14 PM
us6000c0xh,us,10,4.6,2.51E+16,"70 km ENE of MulegÃ©, Mexico",9/24/2020,11:06 PM
us6000c0y9,us,76.61,2.9,5.01E+14,"29 km SW of Unalaska, Alaska",9/12/2020,3:06 AM
us6000c0ya,us,32.24,2.7,3.16E+14,"66 km SE of Adak, Alaska",9/12/2020,7:30 AM
us6000c0yc,us,144.29,3,6.31E+14,"Rat Islands, Aleutian Islands, Alaska",9/12/2020,6:42 AM
us6000c0yg,us,10,2.6,2.51E+14,Idaho-Montana border region,9/25/2020,12:29 AM
us6000c0yj,us,21,2.5,2.00E+14,"99 km SE of King Cove, Alaska",9/12/2020,7:17 PM
us6000c0yr,us,56.91,2.6,2.51E+14,"51 km SW of Adak, Alaska",9/8/2020,3:22 AM
us6000c0yx,us,30.81,2.6,2.51E+14,"277 km WSW of Adak, Alaska",9/8/2020,6:09 PM
us6000c0yz,us,10,2.8,3.98E+14,"101 km SE of King Cove, Alaska",9/8/2020,7:02 PM
us6000c0z3,us,334.21,4,6.31E+15,south of the Kermadec Islands,9/25/2020,1:25 AM
us6000c0zc,us,184.05,4.8,3.98E+16,"50 km NNW of Asan-Maina Village, Guam",9/25/2020,2:09 AM
us6000c0zl,us,82.86,3.3,1.26E+15,"20 km SE of Iquique, Chile",9/25/2020,12:53 AM
us6000c0zv,us,35,5.1,7.94E+16,South Sandwich Islands region,9/25/2020,3:54 AM
us6000c110,us,35,4.2,1.00E+16,"79 km SW of Aykol, China",9/25/2020,6:26 AM
us6000c119,us,5,2.9,5.01E+14,"56 km S of Whites City, New Mexico",9/25/2020,7:46 AM
us6000c12d,us,57.17,4.5,2.00E+16,"25 km ENE of Kinablangan, Philippines",9/25/2020,8:46 AM
us6000c13w,us,10,5.3,1.26E+17,"56 km E of Leh, India",9/25/2020,10:57 AM
us6000c14d,us,10,4.5,2.00E+16,"145 km S of Kokopo, Papua New Guinea",9/21/2020,1:39 AM
us6000c14e,us,10,4.6,2.51E+16,"61 km ENE of La Paz, Philippines",9/21/2020,4:28 AM
us6000c14l,us,10,4.4,1.58E+16,central East Pacific Rise,9/21/2020,1:19 PM
us6000c14n,us,112.82,4.5,2.00E+16,"60 km NE of Yigo Village, Guam",9/21/2020,3:23 PM
us6000c14p,us,38.48,4.2,1.00E+16,"101 km SSE of IerÃ¡petra, Greece",9/21/2020,3:15 PM
us6000c14v,us,10,4.2,1.00E+16,"194 km SSW of Belaya Gora, Russia",9/21/2020,8:12 PM
us6000c14w,us,10,4.4,1.58E+16,South Shetland Islands,9/21/2020,8:48 PM
us6000c14z,us,10,4.5,2.00E+16,South Shetland Islands,9/21/2020,11:42 PM
us6000c15s,us,116.29,4.5,2.00E+16,"72 km NNW of Alianza Cristiana, Peru",9/25/2020,2:19 PM
us6000c17c,us,10,4.5,2.00E+16,"93 km SW of Merizo Village, Guam",9/22/2020,12:26 AM
us6000c17f,us,10,4.9,5.01E+16,"94 km SW of Merizo Village, Guam",9/22/2020,12:21 AM
us6000c182,us,530.81,4.3,1.26E+16,"201 km E of Levuka, Fiji",9/22/2020,1:27 PM
us6000c183,us,10,4.4,1.58E+16,"68 km ENE of La Paz, Philippines",9/22/2020,2:51 PM
us6000c18c,us,5.17,4.4,1.58E+16,South Shetland Islands,9/22/2020,2:27 PM
us6000c18g,us,10,4.1,7.94E+15,"52 km ENE of Bacolod, Philippines",9/22/2020,9:27 PM
us6000c18i,us,10,4.3,1.26E+16,west of Macquarie Island,9/22/2020,9:45 PM
us6000c18k,us,10,4.6,2.51E+16,"132 km ENE of Aras-asan, Philippines",9/22/2020,10:52 PM
us6000c18r,us,5,2.9,5.01E+14,"57 km S of Whites City, New Mexico",9/25/2020,4:09 PM
us6000c18w,us,5,3,6.31E+14,"57 km S of Whites City, New Mexico",9/25/2020,4:10 PM
us6000c1a3,us,118.83,5.1,7.94E+16,"181 km SSE of Shimoda, Japan",9/25/2020,4:46 PM
us6000c1ca,us,45.44,2.6,2.51E+14,Mona Passage,9/25/2020,6:33 PM
us6000c1cr,us,107.75,4.6,2.51E+16,"80 km WNW of Tobelo, Indonesia",9/25/2020,7:28 PM
us6000c1ds,us,36.03,4.6,2.51E+16,"234 km S of Sumbawa Besar, Indonesia",9/25/2020,8:24 PM
us6000c1e1,us,39.18,4.5,2.00E+16,"58 km SE of Xunchang, China",9/25/2020,8:34 PM
us6000c1e3,us,163.07,4.5,2.00E+16,Banda Sea,9/25/2020,8:40 PM
us6000c1f3,us,122.82,3,6.31E+14,"260 km W of Adak, Alaska",9/15/2020,1:29 AM
us6000c1f5,us,79.64,2.8,3.98E+14,"51 km E of Adak, Alaska",9/15/2020,2:34 AM
us6000c1f6,us,35,3,6.31E+14,"65 km SSE of Sand Point, Alaska",9/15/2020,3:29 AM
us6000c1f7,us,176.7,2.7,3.16E+14,"109 km W of Adak, Alaska",9/15/2020,4:11 AM
us6000c1f8,us,35.62,3,6.31E+14,"209 km SW of Nikolski, Alaska",9/15/2020,3:13 AM
us6000c1fa,us,220.4,2.6,2.51E+14,"37 km NW of Atka, Alaska",9/15/2020,4:45 AM
us6000c1fl,us,188.96,2.9,5.01E+14,"259 km W of Adak, Alaska",9/15/2020,11:12 PM
us6000c1fr,us,10,4.5,2.00E+16,east of the Kuril Islands,9/25/2020,9:41 PM
us6000c1fz,us,10,3.3,1.26E+15,"218 km W of Bandon, Oregon",9/25/2020,4:26 AM
us6000c1gi,us,22.41,3,6.31E+14,"67 km SSE of Adak, Alaska",9/16/2020,12:58 AM
us6000c1gs,us,10,2.7,3.16E+14,"176 km SSE of Atka, Alaska",9/16/2020,6:03 PM
us6000c1hi,us,241.98,4.7,3.16E+16,"89 km N of Isangel, Vanuatu",9/26/2020,3:22 AM
us6000c1hq,us,108.52,4.5,2.00E+16,"52 km E of NahrÄ«n, Afghanistan",9/26/2020,4:04 AM
us6000c1i2,us,10,4,6.31E+15,"60 km E of Leh, India",9/25/2020,6:14 PM
us6000c1i5,us,135.78,4.8,3.98E+16,"Pagan region, Northern Mariana Islands",9/26/2020,4:35 AM
us6000c1ix,us,10,5.2,1.00E+17,"87 km SSW of Serdar, Turkmenistan",9/26/2020,5:46 AM
us6000c1j8,us,15.87,4.7,3.16E+16,"81 km SSE of Yonakuni, Japan",9/26/2020,6:23 AM
us6000c1ja,us,51.4,4.6,2.51E+16,southwestern Kashmir,9/26/2020,6:32 AM
us6000c1jj,us,10,4.8,3.98E+16,"13 km NE of Balkanabat, Turkmenistan",9/26/2020,7:00 AM
us6000c1kq,us,10,2.9,5.01E+14,"27 km NW of Stanley, Idaho",9/26/2020,10:32 AM
us6000c1lt,us,133.04,4.2,1.00E+16,"17 km W of Dompu, Indonesia",9/26/2020,12:58 PM
us6000c1mq,us,89.74,4.5,2.00E+16,"17 km W of Hachinohe, Japan",9/26/2020,3:36 PM
us6000c1np,us,10,6.1,7.94E+17,south of Africa,9/26/2020,5:10 PM
us6000c1py,us,10,4.5,2.00E+16,"26 km SSE of Karyes, Greece",9/26/2020,6:39 PM
us6000c1qf,us,1.19,2.5,2.00E+14,"17 km SE of Ackerly, Texas",9/26/2020,8:39 PM
us6000c1rq,us,10.76,5.3,1.26E+17,"31 km SSE of Karyes, Greece",9/26/2020,10:50 PM
us6000c1s6,us,10,4.3,1.26E+16,"29 km SSE of Karyes, Greece",9/26/2020,11:09 PM
us6000c1sm,us,10,4.9,5.01E+16,"102 km ESE of Honiara, Solomon Islands",9/26/2020,11:53 PM
us6000c1st,us,8.22,4.7,3.16E+16,"117 km WNW of HÃ¶fn, Iceland",9/27/2020,12:06 AM
us6000c1t8,us,10,2.5,2.00E+14,"78 km N of White Mountain, Alaska",9/27/2020,2:16 AM
us6000c1te,us,38.25,4.7,3.16E+16,"30 km E of Santa Rosa, Peru",9/27/2020,2:50 AM
us6000c1tg,us,35.79,4.7,3.16E+16,"59 km ENE of Eltham, New Zealand",9/27/2020,3:47 AM
us6000c1th,us,10,3.9,5.01E+15,"91 km SSW of Sand Point, Alaska",9/27/2020,4:08 AM
us6000c1tj,us,13.77,5.6,2.51E+17,"127 km SSW of Nikolski, Alaska",9/27/2020,4:12 AM
us6000c1tl,us,45.41,5.2,1.00E+17,"27 km NE of Shinshiro, Japan",9/27/2020,4:13 AM
us6000c1tn,us,10,2.9,5.01E+14,"16 km SE of Atlantis, South Africa",9/26/2020,6:41 PM
us6000c1uh,us,10,3.5,2.00E+15,"1 km N of La Parguera, Puerto Rico",9/27/2020,4:29 AM
us6000c1um,us,10,2.7,3.16E+14,"9 km SW of Sawmill, Arizona",9/27/2020,5:38 AM
us6000c1ux,us,23.51,4.4,1.58E+16,"138 km SSW of Nikolski, Alaska",9/27/2020,6:36 AM
us6000c1v0,us,21.4,4.7,3.16E+16,"22 km SW of Hirara, Japan",9/27/2020,6:38 AM
us6000c1v8,us,10,2.7,3.16E+14,"8 km ENE of Kraaifontein, South Africa",9/27/2020,7:12 AM
us6000c1vb,us,44.73,4.5,2.00E+16,"101 km SW of Puerto Madero, Mexico",9/27/2020,7:23 AM
us6000c1vr,us,39.36,4.2,1.00E+16,"113 km SW of Nikolski, Alaska",9/27/2020,8:17 AM
us6000c1w6,us,106.31,5.3,1.26E+17,"5 km E of Masagua, Guatemala",9/27/2020,9:40 AM
us6000c1wi,us,10,4.6,2.51E+16,Greenland Sea,9/27/2020,10:02 AM
us6000c1wn,us,10.59,4.6,2.51E+16,"134 km SSW of Nikolski, Alaska",9/27/2020,10:51 AM
us6000c1xc,us,10,4.7,3.16E+16,"31 km SSE of Karyes, Greece",9/27/2020,12:22 PM
us6000c1xq,us,10,4.7,3.16E+16,"29 km SSE of Karyes, Greece",9/27/2020,12:58 PM
us6000c1xv,us,10,4.1,7.94E+15,"39 km SSE of Karyes, Greece",9/27/2020,1:16 PM
us6000c1yd,us,12.26,4.5,2.00E+16,"29 km SSE of Karyes, Greece",9/27/2020,4:05 PM
us6000c1ye,us,205.13,4.2,1.00E+16,"277 km SSE of Amahai, Indonesia",9/27/2020,4:10 PM
us6000c1yl,us,10,3.2,1.00E+15,"132 km W of Port Orford, Oregon",9/27/2020,5:25 PM
us6000c1yn,us,10,4.9,5.01E+16,"52 km E of Leh, India",9/27/2020,5:27 PM
us6000c1ys,us,10,4.6,2.51E+16,"10 km WSW of Bela, Pakistan",9/27/2020,6:17 PM
us6000c1yu,us,591.62,4.4,1.58E+16,"235 km E of Levuka, Fiji",9/27/2020,6:21 PM
us6000c1yz,us,589.25,4.5,2.00E+16,south of the Fiji Islands,9/27/2020,6:38 PM
us6000c1zd,us,105.55,4.9,5.01E+16,"60 km SW of AshkÄsham, Afghanistan",9/27/2020,7:54 PM
us6000c209,us,10,4.3,1.26E+16,"49 km ESE of Bushehr, Iran",9/27/2020,11:23 PM
us6000c20a,us,12.97,1.6,2.51E+13,"22 km NNW of Montmagny, Canada",9/25/2020,5:36 AM
us6000c20g,us,10,4.8,3.98E+16,"111 km W of Port-Vila, Vanuatu",9/28/2020,12:53 AM
us6000c20m,us,10,1.6,2.51E+13,"91 km SSE of Monhegan, Maine",9/27/2020,1:24 AM
us6000c20q,us,10,5.2,1.00E+17,"119 km SSW of Nikolski, Alaska",9/28/2020,2:44 AM
us6000c216,us,10,4.8,3.98E+16,"south of Sumbawa, Indonesia",9/28/2020,3:44 AM
us6000c21a,us,5,2.5,2.00E+14,"59 km S of Whites City, New Mexico",9/28/2020,3:57 AM
us6000c21i,us,11.37,4.8,3.98E+16,"30 km SSE of Karyes, Greece",9/28/2020,4:12 AM
us6000c222,us,41.97,4.6,2.51E+16,"10 km SSE of KishtwÄr, India",9/28/2020,5:12 AM
us6000c23q,us,10,5.1,7.94E+16,South Sandwich Islands region,9/28/2020,8:46 AM
us6000c24s,us,10,4.9,5.01E+16,"282 km NNE of Santa Cruz das Flores, Portugal",9/28/2020,12:30 PM
us6000c24x,us,10,4.9,5.01E+16,Azores Islands region,9/28/2020,12:26 PM
us6000c251,us,10,4.9,5.01E+16,"263 km NE of Santa Cruz das Flores, Portugal",9/28/2020,1:21 PM
us6000c253,us,4.39,1.3,1.26E+13,"19 km NE of Hoehne, Colorado",9/27/2020,12:37 AM
us6000c25b,us,35,4.1,7.94E+15,"71 km N of La Serena, Chile",9/28/2020,2:26 PM
us6000c266,us,96.01,4.7,3.16E+16,"99 km NW of Pariaman, Indonesia",9/28/2020,4:26 PM
us6000c269,us,18.23,4.8,3.98E+16,"40 km W of ValparaÃ­so, Chile",9/28/2020,4:49 PM
us6000c26v,us,13.37,2.4,1.58E+14,"15 km SW of Stanley, Idaho",9/28/2020,4:31 PM
us6000c275,us,56.05,4.3,1.26E+16,"61 km W of Pangkalan Brandan, Indonesia",9/28/2020,6:16 PM
us6000c27v,us,190.74,4.4,1.58E+16,Banda Sea,9/28/2020,7:07 PM
us6000c2ae,us,25.34,5.1,7.94E+16,"60 km NE of Hengchun, Taiwan",9/28/2020,8:50 PM
us6000c2bg,us,128.8,4.3,1.26E+16,"159 km NW of Panguna, Papua New Guinea",9/28/2020,8:13 PM
